final,all,review_id
2,"[1, 2, 2, 2, 1]",215452
3,"[3, 2, 3, 3, 4]",215453
3,"[3, 3, 1, 4, 4]",215454
2,"[2, 2, 2, 1, 2]",215455
1,"[1, 1, 1, 1, 1]",215456
1,"[1, 1, 1, 1, 1]",215457
1,"[1, 1, 2, 1, 1]",215458
3,"[3, 3, 4, 3, 2]",215459
4,"[4, 4, 4, 4, 5]",215460
1,"[1, 1, 1, 1, 2]",215461
6,"[6, 6, 6, 6, 6]",215462
2,"[2, 2, 1, 1, 3]",215463
1,"[1, 1, 1, 1, 1]",215464
1,"[1, 1, 1, 1, 1]",215465
2,"[2, 1, 3, 1, 2]",215466
3,"[3, 3, 2, 3, 3]",215467
1,"[1, 1, 1, 1, 1]",215468
2,"[2, 2, 1, 2, 2]",215469
1,"[1, 1, 1, 1, 1]",215470
1,"[1, 1, 1, 1, 1]",215471
2,"[3, 3, 1, 2, 2]",215472
1,"[2, 1, 1, 1, 2]",215473
6,"[4, 6, 6, 6, 6]",215474
1,"[2, 1, 1, 1, 2]",215475
2,"[2, 2, 2, 2, 2]",215476
3,"[4, 2, 3, 3, 3]",215477
2,"[2, 2, 1, 2, 1]",215478
3,"[3, 3, 3, 3, 3]",215479
5,"[6, 5, 4, 4, 5]",215480
6,"[6, 6, 6, 6, 6]",215481
3,"[4, 4, 3, 3, 3]",215482
4,"[4, 6, 4, 3, 3]",215483
4,"[3, 5, 3, 4, 4]",215484
3,"[3, 1, 3, 2, 4]",215485
4,"[3, 3, 4, 4, 5]",215486
1,"[1, 1, 1, 2, 2]",215487
3,"[3, 2, 3, 2, 4]",215488
6,"[6, 6, 6, 4, 6]",215489
2,"[3, 2, 1, 1, 1]",215490
1,"[1, 1, 1, 1, 1]",215491
2,"[2, 1, 1, 2, 2]",215492
2,"[2, 1, 4, 1, 3]",215493
1,"[1, 1, 1, 1, 1]",215494
1,"[2, 1, 1, 1, 1]",215495
1,"[1, 1, 1, 1, 1]",215496
1,"[1, 1, 1, 1, 1]",215497
3,"[3, 2, 4, 3, 3]",215498
2,"[2, 1, 1, 2, 2]",215499
3,"[3, 2, 2, 3, 3]",215500
3,"[3, 3, 3, 3, 2]",215501
1,"[1, 1, 1, 1, 1]",215502
3,"[3, 3, 4, 3, 3]",215503
4,"[5, 5, 3, 4, 3]",215504
1,"[1, 1, 1, 1, 1]",215505
3,"[3, 2, 2, 3, 3]",215506
1,"[1, 1, 1, 1, 2]",215507
3,"[2, 3, 3, 3, 2]",215508
1,"[1, 1, 1, 1, 1]",215509
2,"[2, 2, 2, 1, 2]",215510
3,"[3, 4, 3, 3, 3]",215511
1,"[1, 2, 1, 1, 2]",215512
1,"[1, 1, 1, 1, 2]",215513
2,"[2, 2, 2, 2, 3]",215514
1,"[2, 1, 1, 1, 1]",215515
1,"[1, 1, 1, 1, 1]",215516
6,"[7, 6, 6, 6, 6]",215517
5,"[4, 5, 5, 5, 4]",215518
3,"[3, 3, 2, 3, 3]",215519
1,"[1, 1, 1, 1, 1]",215520
2,"[2, 1, 1, 2, 2]",215521
1,"[1, 1, 1, 1, 1]",215522
2,"[2, 2, 2, 2, 4]",215523
5,"[4, 6, 5, 6, 4]",215524
1,"[2, 1, 1, 1, 1]",215525
1,"[1, 1, 1, 1, 1]",215526
1,"[1, 1, 2, 2, 1]",215527
2,"[3, 2, 4, 2, 1]",215528
4,"[3, 4, 4, 4, 4]",215529
2,"[2, 2, 2, 2, 1]",215530
3,"[3, 3, 4, 2, 4]",215531
3,"[3, 3, 2, 3, 3]",215532
3,"[4, 4, 4, 3, 2]",215533
6,"[6, 5, 6, 5, 6]",215534
3,"[2, 3, 2, 4, 3]",215535
2,"[1, 2, 2, 1, 2]",215536
1,"[1, 1, 1, 1, 1]",215537
4,"[4, 3, 4, 3, 4]",215538
1,"[1, 1, 1, 1, 1]",215539
4,"[4, 2, 6, 6, 3]",215540
1,"[1, 1, 1, 1, 1]",215541
3,"[3, 3, 2, 3, 3]",215542
2,"[1, 2, 2, 3, 1]",215543
4,"[5, 3, 4, 4, 4]",215544
4,"[6, 3, 4, 3, 4]",215545
1,"[1, 1, 1, 1, 1]",215546
1,"[1, 1, 1, 1, 1]",215547
1,"[1, 1, 1, 1, 1]",215548
1,"[1, 1, 1, 1, 1]",215549
4,"[4, 4, 4, 4, 4]",215550
5,"[6, 5, 5, 5, 6]",215551
2,"[2, 2, 2, 3, 1]",215552
1,"[1, 1, 1, 1, 1]",215553
2,"[3, 2, 3, 3, 1]",215554
1,"[1, 1, 1, 1, 1]",215555
1,"[1, 1, 1, 2, 1]",215556
2,"[2, 2, 1, 1, 3]",215557
1,"[1, 1, 1, 1, 1]",215558
2,"[2, 2, 2, 2, 1]",215559
1,"[1, 1, 1, 1, 1]",215560
6,"[5, 5, 6, 6, 6]",215561
1,"[1, 1, 1, 1, 1]",215562
5,"[5, 5, 5, 4, 4]",215563
3,"[3, 3, 5, 3, 2]",215564
4,"[4, 4, 4, 3, 4]",215565
2,"[2, 2, 2, 3, 1]",215566
6,"[6, 6, 6, 6, 6]",215567
2,"[2, 2, 2, 3, 2]",215568
5,"[5, 5, 4, 5, 5]",215569
2,"[2, 2, 2, 2, 3]",215570
5,"[4, 4, 5, 4, 6]",215571
1,"[1, 1, 2, 1, 1]",215572
6,"[6, 6, 6, 6, 6]",215573
6,"[6, 6, 5, 6, 6]",215574
1,"[1, 1, 1, 1, 1]",215575
1,"[-1, -1, -1, -1, 1]",215576
